,type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
7122,Movie,Jealousy and medicine,Janusz Majewski,"Mariusz Dmochowski, Ewa Krzyżewska, Włodzimierz Boruński, Andrzej Mrowiec, Józef Rosiński, Piotr Kąkolewski, Beata Nowicka, Edmund Fetting, Grażyna Staniszewska, Andrzej Łapicki",2019-10-01,1973,97 min,"Dramas, International Movies, Romantic Movies",3
7123,TV Show,Jeopardy!,,Alex Trebek,2020-12-18,2019,2 Seasons,Reality TV,1
7124,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,Jeremy Scott,2016-04-01,2015,109 min,Documentaries,1
7125,TV Show,Jericho,,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell, Brad Beyer, April Parker-Jones, Alicia Coppola, Pamela Reed, Bob Stephenson, Gerald McRaney, Clare Carey, Richard Speight Jr., Michael Gaston, Erik Knudsen, Shoshannah Stern, Sprague Grayden",2017-08-16,2008,2 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas",3
7126,Movie,Jersey Boys,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa",2019-01-01,2014,134 min,"Dramas, Music & Musicals",2
7127,Movie,Jesus: Countdown to Calvary,Gerry Hoban,Hugh Bonneville,2019-04-01,2018,53 min,"Documentaries, Faith & Spirituality",2
7128,Movie,Jewel's Catch One,C. Fitz,Jewel Thais-Williams,2018-05-01,2016,84 min,"Documentaries, LGBTQ Movies",2
7129,TV Show,Jhansi Ki Rani,,"Ulka Gupta, Sameer Dharmadhikari, Amit Pachori, Shailesh Dattar, Aruna Irani",2017-06-01,2009,1 Season,"International TV Shows, TV Dramas",2
7130,Movie,Jimi Hendrix,Joe Boyd,"Jimi Hendrix, Eric Clapton, Billy Cox",2019-11-01,1973,102 min,"Documentaries, Music & Musicals",2
7131,TV Show,JingleKids,,,2019-04-01,2017,1 Season,Kids' TV,1
7132,Movie,Jiro Dreams of Sushi,David Gelb,Jiro Ono,2019-06-05,2011,79 min,Documentaries,1
7133,Movie,Jis Desh Men Ganga Behti Hai,Radhu Karmakar,"Raj Kapoor, Padmini, Pran, Chanchal, Lalita Pawar, Raj Mehra, Tiwari, Nana Palsikar, Nayampally, Sulochana Chatterjee",2019-12-31,1960,181 min,"Action & Adventure, Dramas, International Movies",3
7134,Movie,Joe Cocker: Mad Dog with Soul,John Edginton,,2017-04-01,2017,90 min,"Documentaries, International Movies, Music & Musicals",3
7135,Movie,John & Jane,Ashim Ahluwalia,,2016-08-15,2005,79 min,"Documentaries, International Movies",2
7136,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",2019-05-02,2012,133 min,"Action & Adventure, Sci-Fi & Fantasy",2
7137,Movie,John Day,Ahishor Solomon,"Naseeruddin Shah, Randeep Hooda, Shernaz Patel, Elena Kazan, Sharat Saxena, Vipin Sharma, Denzil Smith, Kenneth Desai, Sushil Pandey",2019-12-31,2013,125 min,"International Movies, Thrillers",2
7138,Movie,John Mellencamp: Plain Spoken,,John Mellencamp,2018-02-01,2017,80 min,"Documentaries, Music & Musicals",2
7139,Movie,Jonathan,Bill Oliver,"Ansel Elgort, Suki Waterhouse, Douglas Hodge, Patricia Clarkson, Matt Bomer, Souleymane Sy Savane, Shunori Ramanathan, Joe Egender",2019-04-16,2018,101 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",3
7140,TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,"Eddie Marsan, Bertie Carvel, Marc Warren, Charlotte Riley, Alice Englert, Samuel West, Enzo Cilenti, Paul Kaye, Edward Hogg, Ariyon Bakare",2016-08-25,2015,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy",3
7141,Movie,Jora 10 Numbaria,Amardeep Singh Gill,"Deep Sidhu, Dharmendra, Ashish Duggal, Aman Hundal, Pali Sidhu, Mukesh Tiwari, Mukul Dev",2018-01-01,2017,135 min,"Action & Adventure, International Movies",2
7142,TV Show,Juana Brava,,"Elisa Zulueta, Alejandro Trejo, Lucas Balmaceda, Gastón Salgado, Nelson Brodt, Emilia Noguera, Daniel Guillón, Ángela Lineros",2017-03-20,2015,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",3
7143,TV Show,Juana Inés,,"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama",2017-01-27,2016,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",3
7144,Movie,Judwaa,David Dhawan,"Salman Khan, Karisma Kapoor, Rambha, Kader Khan, Anupam Kher, Shakti Kapoor, Bindu, Reema Lagoo, Satish Shah, Mukesh Rishi",2019-12-31,1997,133 min,"Comedies, International Movies, Romantic Movies",3
7145,Movie,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",2019-08-08,2011,91 min,"Children & Family Movies, Comedies",2
7146,Movie,Jugaad,Susannah Heath-Eves,,2018-09-15,2017,52 min,Documentaries,1
7147,Movie,Julie & Julia,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck",2021-01-01,2009,123 min,"Comedies, Dramas",2
7148,TV Show,Julius Jr.,,"Elizabeth Daily, Julie Lemieux, Athena Karkanis, Benjamin Israel, Stephanie Lynn Robinson",2015-11-03,2014,2 Seasons,Kids' TV,1
7149,Movie,Jumping the Broom,Salim Akil,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine, Meagan Good, Tasha Smith, Julie Bowen, DeRay Davis, Valarie Pettiford, Pooch Hall, Tenika Davis, T.D. Jakes, Mike Epps, Romeo Miller, Marguerite McNeil, El DeBarge, Brian Stokes Mitchell, Gary Dourdan",2020-11-01,2011,113 min,"Comedies, Romantic Movies",2
7150,Movie,Junebug,Phil Morrison,"Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser",2019-03-01,2005,107 min,"Comedies, Dramas, Independent Movies",3
7151,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Nikki Amuka-Bird, Christina Cole, James D'Arcy, Gugu Mbatha-Raw",2019-08-01,2015,128 min,"Action & Adventure, Sci-Fi & Fantasy",2
7152,Movie,Just Friends,Roger Kumble,"Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root",2019-09-01,2005,94 min,"Comedies, Romantic Movies",2
7153,Movie,"Justice, My Foot!",Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",2018-08-31,1992,95 min,"Action & Adventure, Comedies, International Movies",3
7154,Movie,Justin Bieber: Never Say Never,Jon M. Chu,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",2018-01-01,2011,106 min,"Documentaries, Music & Musicals",2
7155,TV Show,K,,"Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka",2016-12-01,2012,1 Season,"Anime Series, Crime TV Shows, International TV Shows",3
7156,Movie,K-19: The Widowmaker,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter",2019-11-21,2002,138 min,"Action & Adventure, Dramas",2
7157,TV Show,Kaçak,,"Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk",2016-12-26,2013,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",3
7158,Movie,Kaabil,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon",2017-06-25,2017,139 min,"Dramas, International Movies",2
7159,Movie,Kaakan,Kranti Redkar,"Jitendra Joshi, Urmila Kanitkar, Ashutosh Gaikwad, Ashok Shinde, Madhavi Juvekar",2018-03-01,2015,132 min,"Dramas, International Movies, Romantic Movies",3
7160,Movie,Kaalia,Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep",2019-12-31,1981,173 min,"Action & Adventure, Dramas, International Movies",3
7161,Movie,Kaaliyan,Jijo Pancode,"Tini Tom, Meghanathan, Balachandran Chullikadu, Shivaji Guruvayoor, Kottayam Purushan, Nithin George, Grace Antony, Shalu",2018-08-01,2017,105 min,"Dramas, International Movies",2
7162,Movie,Kabali (Hindi Version),Pa. Ranjith,"Rajnikanth, Winston Chao, Radhika Apte, Nassar, Dhansika, Kalaiyarasan, Dinesh, John Vijay, Kishore Kumar G., Riythvika",2017-12-15,2016,148 min,"Action & Adventure, Dramas, International Movies",3
7163,Movie,Kacche Dhaagey,Buta Singh,"Yograj Singh, Nitu Pandher, Deep Mandian, Shreya Chawla, Jagpal Singh Chahal, Jyoti Sharma, Janak Joshi, Karan Vinayak",2017-11-01,2016,120 min,"Dramas, International Movies, Romantic Movies",3
7164,Movie,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, Quvenzhané Wallis",2017-10-01,2014,85 min,"Children & Family Movies, Dramas",2
7165,Movie,Kajraare,Pooja Bhatt,"Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover, Javed Sheikh, Adnan Shah, Natasha Sinha, Gaurav Chanana, Anupam Shyam",2017-10-22,2010,113 min,"Dramas, International Movies, Music & Musicals",3
7166,Movie,Kaleidoscope,Rupert Jones,"Toby Jones, Anne Reid, Sinead Matthews, Cecilia Noble, Karl Johnson, Frederick Schmidt, Deborah Findlay, Manjinder Virk",2018-05-08,2016,99 min,Thrillers,1
7167,Movie,Kalki,Dhilip Kumar,"Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan",2018-03-01,2017,41 min,"Dramas, Independent Movies, International Movies",3
7168,Movie,Kanika,,"Sharad Ponkshe, Smita Shewale",2018-03-01,2017,110 min,"Horror Movies, International Movies, Thrillers",3
7169,Movie,Karzzzz,Satish Kaushik,"Himesh Reshammiya, Urmila Matondkar, Shweta Kumar, Dino Morea, Raj Babbar, Danny Denzongpa, Gulshan Grover, Rohini Hattangadi, Asrani, Smita Bansal",2017-10-22,2008,137 min,"International Movies, Music & Musicals, Romantic Movies",3
7170,Movie,Kate & Leopold,James Mangold,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman",2020-01-01,2001,118 min,"Comedies, Romantic Movies",2
7171,Movie,Katha,Sai Paranjape,"Farooq Shaikh, Naseeruddin Shah, Deepti Naval, Veeni Paranjape Joglekar, Mallika Sarabhai, Arun Joglekar",2019-12-31,1982,140 min,"Comedies, Dramas, Independent Movies",3
7172,Movie,Katt Williams: Live,Alphonso J. Wesson,Katt Williams,2018-07-19,2006,85 min,Stand-Up Comedy,1
7173,Movie,Kaviyude Osyath,Vineeth Anil,"Prakash Bare, Arun Kumar, Kulappulli Leela, Sangeetha Mohan, Kochu Preman",2018-07-01,2017,116 min,"Dramas, International Movies",2
7174,Movie,Kay Dyache Bola,Chandrakant Kulkarni,"Makarand Anaspure, Akshay Pendse, Umesh Kamat, Sharvari Jamenis, Sachin Khedekar, Arun Nalawade, Mohan Agashe, Nirmiti Sawant, Sanjay Mone, Amita Khopkar, Pushkar Shrotri, Ganesh Yadav",2018-01-01,2005,133 min,"Comedies, Dramas, International Movies",3
7175,TV Show,Ken Burns: The Civil War,Ken Burns,"Sam Waterston, Julie Harris, Jason Robards, Morgan Freeman, Paul Roebling, Garrison Keillor, George Black, David McCullough, Arthur Miller, Christopher Murney, Charles McDowell, Horton Foote, George Plimpton, Philip Bosco, Terry Courier, Jody Powell, Studs Terkel",2017-02-22,1990,1 Season,Docuseries,1
7176,TV Show,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,,2017-02-22,2014,1 Season,Docuseries,1
7177,TV Show,Ken Burns: The West,,Peter Coyote,2017-03-14,1996,1 Season,Docuseries,1
7178,Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",Kevin Hart,2018-10-01,2011,89 min,Stand-Up Comedy,1
7179,Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",Kevin Hart,2018-07-13,2013,75 min,Stand-Up Comedy,1
7180,Movie,Kevin Hart: Seriously Funny,Shannon Hartman,Kevin Hart,2018-10-01,2010,67 min,Stand-Up Comedy,1
7181,Movie,Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,"Kevyn Aucoin, Cindy Crawford, Naomi Campbell, Gwyneth Paltrow, Andie MacDowell, Paulina Porizkova, Amber Valletta",2019-01-01,2017,90 min,"Documentaries, LGBTQ Movies",2
7182,TV Show,Khaani,,"Feroze Khan, Sana Javed, Mehmood Aslam, Saman Ansari, Qavi Khan, Salma Hasan, Rashid Farooqi, Muhammad Mubarik Ali",2019-08-01,2017,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",3
7183,Movie,Khalnayak,Subhash Ghai,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Anupam Kher, Rakhee Gulzar, Pramod Moutho, Ramya Krishnan, Sushmita Mukherjee, Neena Gupta, A.K. Hangal",2018-03-01,1993,170 min,"Action & Adventure, Dramas, International Movies",3
7184,TV Show,Khan: No. 1 Crime Hunter,,Rajesh Sharma,2018-05-01,2018,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",3
7185,TV Show,Khelti Hai Zindagi Aankh Micholi,,"Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah",2017-04-01,2013,1 Season,"International TV Shows, TV Dramas",2
7186,Movie,Khosla Ka Ghosla,Dibakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma, Navin Nischol, Kiran Juneja, Ranvir Shorey, Vinod Nagpal, Vinay Pathak, Nitish Pandey",2018-08-02,2006,124 min,"Comedies, Dramas, International Movies",3
7187,TV Show,Khotey Sikkey,,"Vikas Kumar, Hassan Zaidi, Sukhmani Sadana, Puru Chibber, Dilkhush, Mark Farokh Parakh",2018-03-15,2011,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",3
7188,Movie,Khubsoorat,Hrishikesh Mukherjee,"Ashok Kumar, Rekha, Rakesh Roshan, Shashikala, Aradhana, Dina Pathak, David Abraham, S.N. Banerjee, Keshto Mukherjee",2019-12-31,1980,120 min,"Classic Movies, Comedies, Dramas",3
7189,Movie,Khushi,"Surya S.J., Sunil Kumar Agrawal","Fardeen Khan, Kareena Kapoor, Amrish Puri, Navin Nischol, Beena, Anup Soni, Johnny Lever, Sharat Saxena, Amitabh Bachchan, Sakshi Shivanand",2018-03-01,2003,157 min,"Comedies, International Movies, Music & Musicals",3
7190,Movie,Kia and Cosmos,Sudipto Roy,"Ritwika Pal, Swastika Mukherjee, Joy Sengupta",2019-05-01,2018,124 min,"Dramas, Independent Movies, International Movies",3
7191,Movie,Kickboxer: Retaliation,Dimitri Logothetis,"Alain Moussi, Jean-Claude Van Damme, Mike Tyson, Christopher Lambert, Sara Malakul Lane, Hafþór Júlíus Björnsson, Sam Medina, Steven Swadling",2018-04-26,2017,110 min,Action & Adventure,1
7192,Movie,Kickboxer: Vengeance,John Stockwell,"Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez",2016-12-08,2016,90 min,Action & Adventure,1
7193,Movie,Kicking and Screaming,Noah Baumbach,"Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",2019-11-04,1995,97 min,"Comedies, Independent Movies, Romantic Movies",3
7194,Movie,Kid Kulafu,Paul Soriano,"Robert Villar, Alessandra de Rossi, Cesar Montano, Alex Medina, Jake Macapagal, Khalil Ramos, Jomari Angeles, Kokoy DeSantos",2019-03-04,2015,108 min,"Dramas, International Movies, Sports Movies",3
7195,Movie,Kidnapping Mr. Heineken,Daniel Alfredson,"Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik",2017-09-08,2015,95 min,"Action & Adventure, Dramas, International Movies",3
7196,TV Show,Kikoriki,,Igor Dmitriev,,2010,2 Seasons,Kids' TV,1
7197,Movie,Kill Bill: Vol. 1,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu",2020-01-01,2003,111 min,Action & Adventure,1
7198,Movie,Kill Bill: Vol. 2,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton",2020-01-01,2004,137 min,Action & Adventure,1
7199,Movie,Kill Command,Steven Gomez,"Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt",2017-02-23,2016,100 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",3
7200,Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,Jean-Baptiste Marcenac,2019-05-01,2015,53 min,"Documentaries, International Movies",2
7201,Movie,Kill Ratio,Paul Tanter,"Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning",2017-02-17,2016,87 min,Action & Adventure,1
7202,Movie,Kill the Irishman,Jonathan Hensleigh,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow",2020-08-21,2011,106 min,"Action & Adventure, Dramas, Independent Movies",3
7203,Movie,Killer Klowns from Outer Space,Stephen Chiodo,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull",2020-04-01,1988,86 min,"Comedies, Cult Movies, Horror Movies",3
7204,Movie,Killers,Robert Luketic,"Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein",2021-01-01,2010,100 min,"Action & Adventure, Comedies, Romantic Movies",3
7205,Movie,Kills on Wheels,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi",2018-03-15,2016,103 min,"Action & Adventure, Dramas, International Movies",3
7206,Movie,Kilo Two Bravo,Paul Katis,"David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook",2019-03-01,2014,109 min,"Dramas, Independent Movies, Thrillers",3
7207,Movie,King Jack,Felix Thompson,"Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine",2016-07-01,2015,81 min,"Dramas, Independent Movies",2
7208,Movie,King's Ransom,Jeffrey W. Byrd,"Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay",2019-11-01,2005,98 min,"Action & Adventure, Comedies",2
7209,TV Show,Kingdoms of the Sky,Steve Greenwood,,2018-10-01,2018,1 Season,"British TV Shows, Docuseries, Science & Nature TV",3
7210,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye",2020-01-01,1996,114 min,"Comedies, Cult Movies, Sports Movies",3
7211,Movie,Kings,Deniz Gamze Ergüven,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan",2018-10-29,2017,87 min,Dramas,1
7212,Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever",2017-11-01,2015,132 min,"Comedies, International Movies",2
7213,Movie,Kiss the Girls,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox",2020-01-01,1997,116 min,Thrillers,1
7214,TV Show,Kiss The Series,,"Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor",2019-05-26,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",3
7215,TV Show,Kitten Rescuers,,Jo Brand,2019-10-02,2017,1 Season,"British TV Shows, International TV Shows, Reality TV",3
