Director,Genre(s)
Nitesh Tiwari,"['Children & Family Movies', 'Comedies', 'Dramas', 'International Movies', 'Sports Movies']"
Roy Burdine,"['Children & Family Movies', 'Comedies']"
 Johnny Castuciano,"['Children & Family Movies', 'Comedies']"
Scott Moran,['Stand-Up Comedy']
Jay Bulger,"['Documentaries', 'Sports Movies']"
Kip Andersen,['Documentaries']
 Keegan Kuhn,['Documentaries']
Iginio Straffi,"[""Kids' TV"", 'TV Comedies']"
Arun Chidambaram,"['Comedies', 'Dramas', 'International Movies']"
Caio Cobra,['Stand-Up Comedy']
Cal Seville,['Documentaries']
Michael John Warren,['Stand-Up Comedy']
Chang-Min Lee,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']"
Oren Uziel,"['Dramas', 'Independent Movies', 'Thrillers']"
Manika Sharma,"['Children & Family Movies', 'Dramas', 'Music & Musicals']"
Timo Tjahjanto,"['Horror Movies', 'International Movies', 'Action & Adventure']"
 Kimo Stamboel,"['Action & Adventure', 'International Movies']"
Salvador Calvo,"['Dramas', 'International Movies']"
Jun-seong Kim,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Umesh Mehra,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy', 'Dramas', 'Music & Musicals', 'Romantic Movies']"
Edward Cotterill,['Documentaries']
Onur Tukel,"['Comedies', 'Independent Movies']"
Cal Seville,['Documentaries']
Edward Cotterill,['Documentaries']
Jayaprakash Radhakrishnan,"['Dramas', 'Independent Movies', 'International Movies']"
Rob Meyer,"['Comedies', 'Dramas', 'Independent Movies']"
Anita Barbosa,"['Comedies', 'International Movies', 'Romantic Movies']"
Ketan Mehta,"['Dramas', 'International Movies', 'Music & Musicals', 'Action & Adventure', 'Comedies']"
Daniel Wilner,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
Ketan Mehta,"['Dramas', 'International Movies', 'Music & Musicals', 'Action & Adventure', 'Comedies']"
Lekh Tandon,"['Dramas', 'International Movies', 'Music & Musicals', 'Comedies', 'Romantic Movies']"
Umesh Mehra,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy', 'Dramas', 'Music & Musicals', 'Romantic Movies']"
Alberto Rodríguez,"['Dramas', 'International Movies', 'Thrillers']"
Edward Cotterill,['Documentaries']
Cosima Spender,"['Crime TV Shows', 'Docuseries', 'International TV Shows', 'Documentaries', 'International Movies', 'Sports Movies']"
Liam Lynch,"['Comedies', 'Cult Movies', 'Music & Musicals', 'Stand-Up Comedy']"
Vishal Bhardwaj,"['Dramas', 'International Movies', 'Music & Musicals', 'Thrillers', 'Romantic Movies', 'Children & Family Movies', 'Independent Movies', 'Action & Adventure']"
Joe Piscatella,['Documentaries']
Rahul Dholakia,"['Action & Adventure', 'Dramas', 'International Movies']"
David Michôd,"['Dramas', 'Comedies', 'International Movies', 'Thrillers']"
Jean-Patrick Benes,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']"
Christopher Storer,"['Stand-Up Comedy', 'Music & Musicals']"
Hiroyuki Seshita,"['Action & Adventure', 'Anime Features', 'International Movies', 'TV Shows']"
Lygia Barbosa da Silva,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
 Eliane Brum,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
Ryan Polito,"['TV Comedies', 'Stand-Up Comedy']"
Rajiv Mehra,"['Dramas', 'International Movies', 'Music & Musicals', 'Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
Kundan Shah,"['Comedies', 'Dramas', 'International Movies', 'Music & Musicals', 'Romantic Movies', 'Independent Movies']"
So Yong Kim,"['Dramas', 'Independent Movies', 'Romantic Movies']"
Alina Teodorescu,['Movies']
Rajiv Mehra,"['Dramas', 'International Movies', 'Music & Musicals', 'Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
Filip Renc,"['Dramas', 'International Movies']"
Andy Tennant,"['Comedies', 'Romantic Movies', 'Children & Family Movies', 'Action & Adventure']"
Dylan Bank,['Documentaries']
 Daniel DiMauro,['Documentaries']
 Morgan Pehme,['Documentaries']
Sean Foley,"['Comedies', 'Cult Movies', 'Independent Movies']"
Pierre Coré,['Children & Family Movies']
Liz Plonka,['Stand-Up Comedy']
Jeff Garlin,['Comedies']
Jan Suter,['Stand-Up Comedy']
 Raúl Campos,['Stand-Up Comedy']
Michael Barnett,"['Children & Family Movies', 'Documentaries']"
Jessica Yu,['Stand-Up Comedy']
K. Rajagopal,"['Dramas', 'Independent Movies', 'International Movies']"
Mahesh Bhatt,"['Comedies', 'Dramas', 'International Movies', 'Action & Adventure', 'Romantic Movies']"
Praveen Nischol,"['Comedies', 'Dramas', 'International Movies']"
Lucien Jean-Baptiste,"['Comedies', 'International Movies']"
Jalil Lespert,"['Crime TV Shows', 'Docuseries', 'International TV Shows', 'Dramas', 'International Movies', 'Thrillers', 'Independent Movies']"
Edward Cotterill,['Documentaries']
Sean Cisterna,"['Dramas', 'International Movies', 'Romantic Movies', 'Children & Family Movies', 'Sports Movies']"
Sudhanshu Saria,"['Dramas', 'Independent Movies', 'International Movies']"
Dilip Mehta,"['Documentaries', 'International Movies']"
Isaki Lacuesta,"['Dramas', 'International Movies']"
 Isa Campo,"['Dramas', 'International Movies']"
Kitty Green,['Documentaries']
Spike Lee,"['Classic Movies', 'Comedies', 'Dramas', 'Stand-Up Comedy', 'Action & Adventure']"
Evan Katz,"['Dramas', 'Thrillers']"
Gauri Shinde,"['Comedies', 'Dramas', 'International Movies']"
Oliver Schmitz,"['Dramas', 'International Movies']"
Felix Herngren,"['Comedies', 'International Movies']"
 Måns Herngren,"['Comedies', 'International Movies']"
Marcus Raboy,"['Stand-Up Comedy & Talk Shows', 'TV Comedies', 'Stand-Up Comedy']"
Jill Bauer,"['Docuseries', 'Documentaries']"
 Ronna Gradus,"['Docuseries', 'Documentaries']"
 Rashida Jones,['Docuseries']
Fernando Coimbra,"['Action & Adventure', 'Dramas', 'Independent Movies']"
Adam Leon,"['Dramas', 'Independent Movies', 'Romantic Movies']"
Jay Chapman,"['Stand-Up Comedy', 'Music & Musicals']"
Detlev Buck,"['Comedies', 'International Movies', 'Thrillers', 'Children & Family Movies', 'Music & Musicals']"
Detlev Buck,"['Comedies', 'International Movies', 'Thrillers', 'Children & Family Movies', 'Music & Musicals']"
Detlev Buck,"['Comedies', 'International Movies', 'Thrillers', 'Children & Family Movies', 'Music & Musicals']"
Andrea Molaioli,"['Comedies', 'Dramas', 'International Movies']"
Kemi Adetiba,"['Dramas', 'International Movies', 'Crime TV Shows', 'International TV Shows', 'TV Dramas', 'Comedies']"
Marie Madinier,"['Dramas', 'International Movies', 'Romantic Movies']"
Miguel Ángel Lamata,"['Comedies', 'Dramas', 'International Movies']"
Steven Brill,"['Comedies', 'Action & Adventure']"
Antonio Serrano,"['Comedies', 'International Movies', 'LGBTQ Movies', 'Dramas']"
Leslie Small,"['Stand-Up Comedy', 'Children & Family Movies', 'Dramas', 'Comedies']"
Grant S. Johnson,['Comedies']
 Ippsie Jones,['Comedies']
Gerardo Olivares,"['Comedies', 'Dramas', 'Independent Movies', 'Documentaries', 'International Movies', 'Romantic Movies']"
Joe Swanberg,"['Comedies', 'Independent Movies', 'Romantic Movies']"
Louis C.K.,['Movies']
Alexandre Reinecke,"['Comedies', 'Dramas', 'International Movies']"
Jamal Hill,['Dramas']
K. Ramanlal,"['Action & Adventure', 'Cult Movies', 'International Movies']"
Maris Curran,"['Dramas', 'Independent Movies']"
Avinash Arun,"['Dramas', 'International Movies']"
Jason Spingarn-Koff,['Documentaries']
A. Salaam,"['Action & Adventure', 'International Movies', 'Music & Musicals']"
Eduardo Casanova,"['Dramas', 'International Movies']"
Daniel Burman,"['Dramas', 'International Movies']"
Kike Maíllo,"['Dramas', 'International Movies', 'Thrillers']"
Laurent Bouzereau,['Docuseries']
Gordon Anderson,"['British TV Shows', 'TV Comedies']"
Charlie McDowell,"['Dramas', 'Independent Movies', 'Romantic Movies', 'Comedies']"
Shannon Hartman,['Stand-Up Comedy']
Diego Pignataro,['Stand-Up Comedy']
Meghan O'Hara,['Documentaries']
Tommy O'Haver,['Dramas']
Stan Lathan,"['Stand-Up Comedy', 'Stand-Up Comedy & Talk Shows', 'TV Comedies']"
Lonny Price,['Documentaries']
Sydney Freeland,"['Comedies', 'Dramas', 'Independent Movies']"
Jung-woo Park,"['Dramas', 'International Movies', 'Thrillers']"
James Ivory,"['Classic Movies', 'Dramas', 'Independent Movies']"
Santosh Sivan,"['Action & Adventure', 'Dramas', 'International Movies']"
Erik Canuel,"['Action & Adventure', 'Comedies', 'International Movies', 'Children & Family Movies']"
Peter Middleton,"['Documentaries', 'Dramas', 'International Movies']"
 James Spinney,"['Documentaries', 'Dramas', 'International Movies']"
Shashilal K. Nair,"['Action & Adventure', 'Comedies', 'Dramas']"
Shannon Hartman,['Stand-Up Comedy']
Marcel Barrena,"['Dramas', 'International Movies', 'Sports Movies']"
Gerard McMurray,"['Dramas', 'Independent Movies']"
Yılmaz Erdoğan,"['Dramas', 'International Movies', 'Comedies', 'Action & Adventure', 'Romantic Movies']"
Amy Schumer,['Stand-Up Comedy']
Selvamani Selvaraj,"['Dramas', 'International Movies', 'Romantic Movies']"
Seth Barrish,['Stand-Up Comedy']
 Mike Birbiglia,['Stand-Up Comedy']
Abhinay Deo,"['Action & Adventure', 'Comedies', 'International Movies', 'Thrillers']"
Lô Politi,"['Dramas', 'International Movies']"
Tomas Portella,"['Action & Adventure', 'International Movies']"
Macon Blair,"['Dramas', 'Independent Movies', 'Thrillers']"
David Paul Meyer,['Stand-Up Comedy']
Mar Targarona,"['Dramas', 'International Movies', 'Thrillers']"
Keith Scholey,"['Documentaries', 'Children & Family Movies']"
Juan Pablo Buscarini,"['Children & Family Movies', 'Music & Musicals']"
Nishikant Kamat,"['Dramas', 'International Movies', 'Thrillers', 'Action & Adventure', 'Independent Movies']"
Thomas Stuber,"['Dramas', 'Independent Movies', 'International Movies']"
Sam Dunn,"['Documentaries', 'Music & Musicals']"
 Scot McFadyen,"['Documentaries', 'Music & Musicals']"
Raúl Arévalo,"['International Movies', 'Thrillers']"
Matías Bize,"['Dramas', 'International Movies']"
Michael Paul Stephenson,"['Comedies', 'Independent Movies']"
Colin Dench,['Stand-Up Comedy']
Ricky Gervais,"['Comedies', 'International Movies', 'Music & Musicals', 'Romantic Movies']"
Joachim Fest,"['Documentaries', 'International Movies']"
 Christian Herrendoerfer,"['Documentaries', 'International Movies']"
Scott Aukerman,"['Comedies', 'Music & Musicals', 'Romantic Movies']"
 Akiva Schaffer,"['Comedies', 'Music & Musicals', 'Sports Movies', 'Romantic Movies']"
Raúl Campos,['Stand-Up Comedy']
 Jan Suter,['Stand-Up Comedy']
Malik Vitthal,['Dramas']
Rohit Shetty,"['Action & Adventure', 'Comedies', 'International Movies', 'Dramas', 'Music & Musicals']"
Farah Khan,"['Action & Adventure', 'Comedies', 'Dramas', 'International Movies', 'Music & Musicals']"
Shlok Sharma,"['Dramas', 'Independent Movies', 'International Movies']"
Joaquín Mazón,"['Action & Adventure', 'Comedies', 'International Movies']"
Jonás Trueba,"['Dramas', 'International Movies', 'Romantic Movies']"
Peter DeLuise,"['Children & Family Movies', 'Comedies']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Alejandra Márquez Abella,"['Dramas', 'International Movies']"
Sébastien Betbeder,"['Comedies', 'International Movies']"
Adam Randall,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Marco Dutra,"['Dramas', 'International Movies']"
Marcus Raboy,"['Stand-Up Comedy & Talk Shows', 'TV Comedies', 'Stand-Up Comedy']"
Mario Rouleau,['Stand-Up Comedy']
Aniruddha Roy Chowdhury,"['Dramas', 'International Movies']"
Chester Tam,['Comedies']
Neal Brennan,"['Stand-Up Comedy', 'Comedies']"
Hannes Stöhr,"['Dramas', 'International Movies', 'Music & Musicals']"
Andreas Prochaska,"['Dramas', 'International Movies']"
Maximilian Erlenwein,"['International Movies', 'Thrillers']"
Burhan Qurbani,"['Dramas', 'International Movies']"
Hubert Woroniecki,"['Documentaries', 'International Movies']"
Alistair Legrand,"['Horror Movies', 'Thrillers', 'Sci-Fi & Fantasy']"
Mir-Jean Bou Chaaya,"['Comedies', 'Dramas', 'International Movies']"
Jeannie Gaffigan,['Stand-Up Comedy']
Babak Anvari,"['Horror Movies', 'International Movies', 'Thrillers']"
Emily Hagins,"['Children & Family Movies', 'Dramas']"
Greg Richardson,['Children & Family Movies']
Uwe Boll,"['Action & Adventure', 'International Movies']"
Mitch Schauer,"['Children & Family Movies', 'Sci-Fi & Fantasy']"
Lance Bangs,"['Stand-Up Comedy', 'Music & Musicals']"
Rohit Mittal,"['Dramas', 'International Movies', 'Thrillers']"
Steve Hickner,"['Children & Family Movies', 'Comedies']"
 Simon J. Smith,"['Children & Family Movies', 'Comedies']"
Jalil Lespert,"['Crime TV Shows', 'Docuseries', 'International TV Shows', 'Dramas', 'International Movies', 'Thrillers', 'Independent Movies']"
Abhishek Chaubey,"['Dramas', 'Independent Movies', 'International Movies', 'International TV Shows', 'TV Dramas', 'TV Mysteries', 'Comedies', 'Romantic Movies']"
Diego Luna,"['Dramas', 'Independent Movies', 'International Movies']"
Jorge Michel Grau,"['Dramas', 'International Movies']"
Riki Lindhome,"['Music & Musicals', 'Stand-Up Comedy']"
 Jeremy Konner,"['Music & Musicals', 'Stand-Up Comedy']"
Thomas Astruc,"[""Kids' TV"", 'TV Action & Adventure', 'Movies']"
Manny Rodriguez,['Stand-Up Comedy']
Vikram Gandhi,['Dramas']
Sean Hanish,['Dramas']
Sinan Akkuş,"['Comedies', 'International Movies']"
Matt Bell,"['Documentaries', 'Sports Movies']"
James Hawes,"['British TV Shows', 'International TV Shows', 'TV Action & Adventure']"
Elite Zexer,"['Dramas', 'Independent Movies', 'International Movies']"
Raúl Campos,['Stand-Up Comedy']
 Jan Suter,['Stand-Up Comedy']
Alex Lehmann,"['Comedies', 'Dramas', 'Independent Movies', 'Documentaries', 'Romantic Movies']"
James Yukich,"['Children & Family Movies', 'Music & Musicals', 'Stand-Up Comedy']"
Nic Mathieu,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Chris Kelly,"['Comedies', 'Dramas', 'Independent Movies']"
Alex Lehmann,"['Comedies', 'Dramas', 'Independent Movies', 'Documentaries', 'Romantic Movies']"
Roman Gackowski,"['Documentaries', 'Sports Movies']"
Benjamin Dickinson,"['Music & Musicals', 'Stand-Up Comedy']"
Sacha Wolff,"['Dramas', 'International Movies', 'Sports Movies']"
Adam Nimoy,['Documentaries']
Elizabeth Wood,"['Dramas', 'Independent Movies']"
Robert McCullough Jr.,"['Documentaries', 'Sports Movies']"
Shrihari Sathe,"['Dramas', 'International Movies']"
Ralph Macchio,['Dramas']
Ricardo Maldonado,"['Comedies', 'International Movies']"
Vetrimaaran,"['Dramas', 'International Movies', 'Thrillers']"
Linas Phillips,"['Comedies', 'Dramas', 'Independent Movies']"
Jeff Margolis,['Stand-Up Comedy']
Bauddhayan Mukherji,"['Dramas', 'Independent Movies', 'International Movies']"
María Jose Cuevas,"['Documentaries', 'International Movies']"
Oz Rodriguez,"['Comedies', 'Horror Movies', 'Stand-Up Comedy']"
Chris Sparling,"['Dramas', 'Thrillers']"
Qaushiq Mukherjee,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies']"
Jan Suter,['Stand-Up Comedy']
 Raúl Campos Delgado,['Stand-Up Comedy']
Shannon Hartman,['Stand-Up Comedy']
 Michelle Caputo,['Stand-Up Comedy']
Jerry Seinfeld,"['Stand-Up Comedy & Talk Shows', 'TV Comedies', 'Stand-Up Comedy']"
Houda Benyamina,"['International TV Shows', 'TV Dramas', 'Dramas', 'Independent Movies', 'International Movies']"
Volker Weicker,['Stand-Up Comedy']
Manjeet Singh,"['Dramas', 'Independent Movies', 'International Movies']"
Jeff Wadlow,"['Action & Adventure', 'Dramas', 'Sports Movies', 'Comedies']"
Lorene Machado,['Stand-Up Comedy']
Marcus Raboy,"['Stand-Up Comedy & Talk Shows', 'TV Comedies', 'Stand-Up Comedy']"
Kief Davidson,"['Documentaries', 'Music & Musicals']"
 Richard Ladkani,['Documentaries']
Richard Mears,['Documentaries']
Heidi Ewing,['Documentaries']
 Rachel Grady,['Documentaries']
Moto Sakakibara,['Movies']
Emilio Martínez Lázaro,"['Comedies', 'International Movies', 'Romantic Movies']"
Robert Vince,"['Children & Family Movies', 'Comedies', 'Music & Musicals', 'Sports Movies']"
Osgood Perkins,"['Horror Movies', 'International Movies', 'Thrillers', 'Independent Movies']"
Werner Herzog,"['Documentaries', 'Dramas']"
Julien Rambaldi,"['Comedies', 'Dramas', 'International Movies']"
Yvan Attal,"['Comedies', 'International Movies']"
Benjamin Weill,"['Comedies', 'Dramas', 'International Movies']"
Roger Gual,"['Dramas', 'International Movies']"
Anthony Giordano,['Stand-Up Comedy']
Thomas Sorriaux,"['Comedies', 'International Movies', 'Sports Movies']"
Toshiyuki Kubooka,"['Action & Adventure', 'Anime Features', 'International Movies']"
Noriyuki Abe,"['Action & Adventure', 'Anime Features', 'International Movies', 'Sci-Fi & Fantasy']"
Noriyuki Abe,"['Action & Adventure', 'Anime Features', 'International Movies', 'Sci-Fi & Fantasy']"
Clovis Cornillac,"['Comedies', 'International Movies', 'Music & Musicals']"
Kevin MacDonald,"['Action & Adventure', 'Dramas', 'International Movies', 'Documentaries']"
Christopher Guest,"['Music & Musicals', 'Comedies']"
Jonathan Demme,"['Music & Musicals', 'Classic Movies', 'Dramas', 'LGBTQ Movies', 'Independent Movies']"
Ava DuVernay,"['Dramas', 'Independent Movies', 'Romantic Movies', 'Documentaries', 'Music & Musicals', 'Children & Family Movies']"
Dave Higby,['Stand-Up Comedy']
Richie Smyth,"['Action & Adventure', 'Dramas', 'International Movies']"
Michael D. Black,"['Children & Family Movies', 'Comedies']"
Riccardo Pilizzeri,['Dramas']
Guilherme Fontes,"['Dramas', 'International Movies']"
Aamir Bashir,"['Dramas', 'International Movies']"
Alejandro Fernández Almendras,"['Children & Family Movies', 'Comedies', 'Dramas', 'Independent Movies', 'International Movies']"
Álex de la Iglesia,"['Comedies', 'Horror Movies', 'International Movies', 'Music & Musicals']"
Ishi Rudell,"['Children & Family Movies', 'Comedies']"
David Schalko,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
Pieter Kuijpers,"['Dramas', 'International Movies']"
Prashant Nair,"['Dramas', 'Independent Movies', 'International Movies']"
Paul Taublieb,"['Documentaries', 'Sports Movies']"
 Jon Freeman,"['Documentaries', 'Sports Movies']"
Riccardo Milani,"['Comedies', 'International Movies']"
Rod Blackhurst,"['Documentaries', 'Horror Movies']"
 Brian McGinn,['Documentaries']
Bonni Cohen,"['Documentaries', 'Sports Movies']"
 Jon Shenk,"['Documentaries', 'Sports Movies']"
Bobcat Goldthwait,['Stand-Up Comedy']
Tony Elliott,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Troy Miller,"['Stand-Up Comedy', 'Comedies']"
Louis C.K.,['Movies']
Orlando von Einsiedel,"['Documentaries', 'International Movies']"
Dan Forrer,"['Crime TV Shows', 'Docuseries', 'International TV Shows', 'Documentaries', 'Music & Musicals']"
Dan Krauss,['Documentaries']
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Christopher Louie,"['Dramas', 'Music & Musicals']"
Justin Krook,"['Documentaries', 'Music & Musicals']"
Louis C.K.,['Movies']
Michael Drumm,['Stand-Up Comedy']
Troy Miller,"['Stand-Up Comedy', 'Comedies']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Jay Chapman,"['Stand-Up Comedy', 'Music & Musicals']"
Alex Coletti,['Stand-Up Comedy']
Michael Drumm,['Stand-Up Comedy']
John Smithson,['Documentaries']
Christopher Martin,['Documentaries']
Tom Whitter,['Documentaries']
Sian Heder,"['Dramas', 'Independent Movies']"
Karl Mueller,"['Dramas', 'Thrillers']"
Joe Berlinger,"['TV Shows', 'Crime TV Shows', 'Docuseries', 'Dramas', 'Independent Movies', 'Documentaries']"
Allan Ungar,['Action & Adventure']
Qaushiq Mukherjee,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies']"
Tensai Okamura,"['Action & Adventure', 'Anime Features', 'International Movies', 'Anime Series', 'International TV Shows']"
Ryan Polito,"['TV Comedies', 'Stand-Up Comedy']"
Hemant Gaba,"['Dramas', 'Independent Movies', 'International Movies']"
 Pratim D. Gupta,"['Dramas', 'Independent Movies', 'International Movies']"
 Sudhish Kamath,"['Dramas', 'Independent Movies', 'International Movies']"
 Nalan Kumarasamy,"['Dramas', 'Independent Movies', 'International Movies']"
 Anu Menon,"['Dramas', 'Independent Movies', 'International Movies']"
 Sandeep Mohan,"['Dramas', 'Independent Movies', 'International Movies']"
 Qaushiq Mukherjee,"['Dramas', 'Independent Movies', 'International Movies']"
 Rajshree Ojha,"['Dramas', 'Independent Movies', 'International Movies']"
 Raja Sen,"['Dramas', 'Independent Movies', 'International Movies']"
 Abhinav Shiv Tiwari,"['Dramas', 'Independent Movies', 'International Movies']"
 Suparn Verma,"['Dramas', 'Independent Movies', 'International Movies']"
Raúl Campos,['Stand-Up Comedy']
 Jan Suter,['Stand-Up Comedy']
Rob Burnett,"['Comedies', 'Dramas', 'Independent Movies']"
Wilson Yip,"['Action & Adventure', 'Dramas', 'International Movies']"
Bo Burnham,"['Stand-Up Comedy', 'Music & Musicals']"
 Christopher Storer,"['Stand-Up Comedy', 'Music & Musicals']"
Steven Brill,"['Comedies', 'Action & Adventure']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Ricky Gervais,"['Comedies', 'International Movies', 'Music & Musicals', 'Romantic Movies']"
Jon Greenhalgh,"['Documentaries', 'Sports Movies']"
Felix Van Groeningen,"['Dramas', 'International Movies']"
 Felix van Groeningen,"['Dramas', 'International Movies']"
Mike Flanagan,"['TV Dramas', 'TV Horror', 'TV Mysteries', 'Horror Movies', 'Thrillers']"
G.J. Echternkamp,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Documentaries', 'Music & Musicals']"
Rodolphe Guenoden,"['Children & Family Movies', 'Comedies']"
Jason Krawczyk,"['Comedies', 'Horror Movies']"
Sam Wrench,"['Music & Musicals', 'Stand-Up Comedy']"
Sophie Robinson,"['Documentaries', 'International Movies']"
 Lotje Sodderland,"['Documentaries', 'International Movies']"
John Lee,"['Dramas', 'Children & Family Movies', 'Comedies', 'Cult Movies']"
Yuen Wo-Ping,"['Action & Adventure', 'Romantic Movies']"
Mitch Schauer,"['Children & Family Movies', 'Sci-Fi & Fantasy']"
Lance Bangs,"['Stand-Up Comedy', 'Music & Musicals']"
Raúl Campos,['Stand-Up Comedy']
 Jan Suter,['Stand-Up Comedy']
Wilson Yip,"['Action & Adventure', 'Dramas', 'International Movies']"
Wilson Yip,"['Action & Adventure', 'Dramas', 'International Movies']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Alik Sakharov,['Movies']
L. Frazier,['Stand-Up Comedy']
Frank Coraci,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy', 'Sports Movies']"
Gary Howsam,"['TV Comedies', 'Comedies', 'International Movies']"
 Mike Smith,"['TV Comedies', 'Comedies', 'International Movies']"
 John Paul Tremblay,"['TV Comedies', 'Comedies', 'International Movies', 'Movies']"
 Robb Wells,"['TV Comedies', 'Comedies', 'International Movies', 'Movies']"
Sofia Coppola,"['Dramas', 'Independent Movies', 'Thrillers', 'Comedies', 'Music & Musicals']"
Kristin Hanggi,"['Comedies', 'Dramas', 'LGBTQ Movies']"
Rhys Thomas,"['Children & Family Movies', 'Comedies', 'Stand-Up Comedy']"
J. Davis,"['Comedies', 'Dramas', 'Independent Movies']"
Chris Buck,"['Children & Family Movies', 'Comedies', 'Sports Movies']"
 Jennifer Lee,['Children & Family Movies']
 Patrick Osborne,['Children & Family Movies']
 Lauren MacMullan,['Children & Family Movies']
 John Kahrs,['Children & Family Movies']
 Nathan Greno,['Children & Family Movies']
 Byron Howard,['Children & Family Movies']
 Stevie Wermers,['Children & Family Movies']
 Dean Wellins,['Children & Family Movies']
 Kevin Deters,['Children & Family Movies']
 Roger Allers,['Children & Family Movies']
 Mike Gabriel,['Children & Family Movies']
 Mark Henn,['Children & Family Movies']
Eli Roth,"['Horror Movies', 'Independent Movies', 'TV Horror', 'TV Mysteries', 'TV Thrillers', 'Thrillers']"
Andrew Bujalski,"['Comedies', 'Independent Movies']"
Adam Dubin,['Stand-Up Comedy']
Cary Joji Fukunaga,"['Dramas', 'Independent Movies']"
Aaron Hann,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']"
 Mario Miscione,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']"
Evgeny Afineevsky,"['Documentaries', 'International Movies']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Morgan Neville,"['Documentaries', 'Music & Musicals']"
Kip Andersen,['Documentaries']
 Keegan Kuhn,['Documentaries']
Hannah Fidell,"['Comedies', 'Independent Movies', 'Dramas', 'Romantic Movies']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Kristina Goolsby,"['Documentaries', 'Stand-Up Comedy']"
 Ashley York,"['Documentaries', 'Stand-Up Comedy']"
Patrick Brice,"['Horror Movies', 'Independent Movies', 'Thrillers']"
Phil Joanou,['Stand-Up Comedy']
Anthony Pierce,['Stand-Up Comedy']
Liz Garbus,"['Dramas', 'Documentaries', 'Music & Musicals']"
Jennifer Phang,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']"
Luis Estrada,"['Comedies', 'International Movies', 'Dramas']"
Jill Bauer,"['Docuseries', 'Documentaries']"
 Ronna Gradus,"['Docuseries', 'Documentaries']"
Lance Bangs,"['Stand-Up Comedy', 'Music & Musicals']"
Mike Fleiss,"['Documentaries', 'Music & Musicals']"
Bill D'Elia,['Stand-Up Comedy']
Aziz Ansari,['Stand-Up Comedy']
David Sampliner,['Documentaries']
John Asher,"['Stand-Up Comedy', 'Dramas', 'Sci-Fi & Fantasy']"
Jay Karas,"['Children & Family Movies', 'Comedies', 'Sports Movies', 'Stand-Up Comedy']"
Lance Bangs,"['Stand-Up Comedy', 'Music & Musicals']"
Orlando von Einsiedel,"['Documentaries', 'International Movies']"
Katy Chevigny,['Documentaries']
 Ross Kauffman,['Documentaries']
Wyatt Cenac,['Stand-Up Comedy']
James Yukich,"['Children & Family Movies', 'Music & Musicals', 'Stand-Up Comedy']"
Luis Lopez,"['Documentaries', 'Stand-Up Comedy']"
 Clay Tweel,['Documentaries']
Robert Nixon,['Documentaries']
 Fisher Stevens,['Documentaries']
Chapman Way,"['Documentaries', 'Sports Movies']"
 Maclain Way,"['Documentaries', 'Sports Movies']"
Werner Herzog,"['Documentaries', 'Dramas']"
Greg Whiteley,['Documentaries']
Jehane Noujaim,"['Documentaries', 'International Movies']"
Jason Moore,"['Children & Family Movies', 'Comedies', 'Music & Musicals']"
Josh Greenbaum,"['Children & Family Movies', 'Documentaries', 'Sports Movies']"
Will Lovelace,['Stand-Up Comedy']
 Dylan Southern,['Stand-Up Comedy']
Constance Marks,['Documentaries']
Larry Elikann,['Dramas']
Robert Markowitz,['Dramas']
Eric Laneuville,['Dramas']
Joel Oliansky,['Dramas']
Roy Campanella II,"['Dramas', 'Sports Movies']"
Arthur Allan Seidelman,['Dramas']
John Herzfeld,['Dramas']
Buzz Kulik,['Dramas']
Richard Michaels,"['Dramas', 'Sports Movies']"
