type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
Movie,A Bug's Life,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",2019-11-12,1998,98 min,"Animation, Comedy, Family",3
Movie,A Goofy Movie,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn",2019-11-12,1995,81 min,"Action-Adventure, Animation, Comedy",3
Movie,A Kid in King Arthur's Court,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig",2019-11-12,1995,90 min,"Action-Adventure, Comedy, Coming of Age",3
Movie,A Knight for a Day,Jack Hannah,,2019-11-12,1946,7 min,"Animation, Comedy, Family",3
Movie,A Ring of Endless Light,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",2019-11-12,2002,88 min,"Coming of Age, Drama, Romance",3
Movie,Aladdin (1992),"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",2019-11-12,1992,94 min,"Action-Adventure, Animation, Family",3
Movie,Aladdin and the King of Thieves,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",2019-11-12,1996,86 min,"Action-Adventure, Animation, Family",3
Movie,Aladdin: The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",2019-11-12,1994,71 min,"Action-Adventure, Animation, Family",3
Movie,Alice in Wonderland,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",2019-11-12,1951,79 min,"Action-Adventure, Animation, Family",3
Movie,Aliens of the Deep,"James Cameron, Steven Quale","Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress",2019-11-12,2005,100 min,"Action-Adventure, Animals & Nature, Documentary",3
Movie,Alley Cats Strike!,Rod Daniel,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams",2019-11-12,2000,87 min,"Coming of Age, Drama, Sports",3
Movie,Almost Angels,Steve Previn,"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt",2019-11-12,1962,90 min,"Coming of Age, Drama, Family",3
Movie,America's Heart & Soul,Louie Schwartzberg,"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",2019-11-12,2004,88 min,"Documentary, Family",2
Movie,Amy,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",2019-11-12,1981,100 min,"Drama, Family",2
Movie,An Extremely Goofy Movie,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis",2019-11-12,2000,81 min,"Animation, Comedy, Family",3
TV Show,Andi Mack,,"Peyton Lee, Joshua Rush, Sofia Wylie, Asher Angel, Lilan Bowden, Lauren Tom",2019-11-12,2016,3 Seasons,"Comedy, Coming of Age, Drama",3
Movie,Annie,Rob Marshall,"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos",2019-11-12,1999,91 min,"Drama, Family, Musical",3
Movie,Apollo: Missions To The Moon,Tom Jennings,"Neil Armstrong, Buzz Aldrin",2019-11-12,2019,95 min,"Documentary, Family, Historical",3
Movie,Atlantis Rising,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",2019-11-12,2017,94 min,"Documentary, Historical",2
Movie,Atlantis: Milo's Return,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",2019-11-12,2003,83 min,"Action-Adventure, Animation, Family",3
Movie,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",2019-11-12,2001,98 min,"Action-Adventure, Animation, Family",3
Movie,Auntie Edna,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",2019-11-12,2018,7 min,"Animation, Comedy, Family",3
Movie,Avatar,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",2019-11-12,2009,162 min,"Action-Adventure, Science Fiction",2
Movie,Babes in the Woods,Burt Gillett,,2019-11-12,1932,8 min,"Animation, Family, Fantasy",3
Movie,Babes in Toyland,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",2019-11-12,1961,106 min,"Family, Fantasy, Musical",3
Movie,Bambi,David Hand,,2019-11-12,1942,72 min,"Animation, Drama, Family",3
Movie,Bambi II,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",2019-11-12,2006,75 min,"Animation, Drama, Kids",3
Movie,Bao,Domee Shi,,2019-11-12,2018,8 min,"Animation, Family, Fantasy",3
Movie,Beach Picnic,Clyde Geronimi,,2019-11-12,1939,9 min,"Animation, Comedy, Family",3
Movie,Bearly Asleep,Jack Hannah,,2019-11-12,1955,7 min,"Animation, Comedy, Family",3
Movie,Beauty and the Beast: Belle's Magical World,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",2019-11-12,1998,71 min,"Animation, Anthology, Fantasy",3
Movie,Beauty and the Beast: The Enchanted Christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry",2019-11-12,1997,73 min,"Animation, Family, Fantasy",3
Movie,Beezy Bear,Jack Hannah,,2019-11-12,1955,7 min,"Animation, Comedy, Family",3
Movie,Before the Flood,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",2019-11-12,2016,96 min,Documentary,1
Movie,Benji the Hunted,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",2019-11-12,1987,89 min,"Action-Adventure, Animals & Nature, Family",3
TV Show,Best Friends Whenever,,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",2019-11-12,2015,2 Seasons,"Buddy, Comedy, Coming of Age",3
TV Show,Big City Greens (Shorts),,,2019-11-12,2017,1 Season,"Action-Adventure, Animation, Comedy",3
Movie,Big Hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",2019-11-12,2014,105 min,"Action-Adventure, Animation, Family",3
TV Show,Big Hero 6 The Series (Shorts),,,2019-11-12,2017,2 Seasons,"Action-Adventure, Animation, Comedy",3
Movie,Bizarre Dinosaurs,Jenny Kubo,Peter Cullen,2019-11-12,2009,46 min,"Animals & Nature, Documentary, Family",3
Movie,Blank Check,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson",2019-11-12,1994,94 min,"Comedy, Family",2
Movie,Boat Builders,Ben Sharpsteen,,2019-11-12,1938,8 min,"Animation, Comedy, Family",3
Movie,Bolt,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",2019-11-12,2008,98 min,"Action-Adventure, Animation, Comedy",3
Movie,Bone Bandit,Charles Nichols,,2019-11-12,1948,7 min,"Animation, Comedy, Family",3
TV Show,Bonkers,,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger",2019-11-12,1993,1 Season,"Animation, Comedy, Kids",3
Movie,Boundin',Bud Luckey,Bud Luckey,2019-11-12,2004,6 min,"Animation, Family, Kids",3
TV Show,Boy Meets World,,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",2019-11-12,1993,7 Seasons,"Comedy, Coming of Age, Family",3
Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd",2019-11-12,2012,94 min,"Animation, Coming of Age, Family",3
Movie,Brave Little Toaster to the Rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",2019-11-12,1999,75 min,"Action-Adventure, Animation",2
Movie,Breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",2019-11-12,2017,55 min,"Documentary, Sports",2
Movie,Brink!,Greg Beeman,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis",2019-11-12,1998,90 min,"Coming of Age, Drama, Sports",3
Movie,Brother Bear,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",2019-11-12,2003,90 min,"Action-Adventure, Animation, Family",3
Movie,Brother Bear 2,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",2019-11-12,2006,78 min,"Action-Adventure, Animation, Family",3
Movie,Buffalo Dreams,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",2019-11-12,2005,90 min,"Buddy, Coming of Age, Drama",3
TV Show,Bug Juice: My Adventures at Camp,,,2019-11-12,2017,1 Season,"Coming of Age, Docuseries, Family",3
Movie,BURN-E,Angus MacLane,"Angus MacLane, Tessa Swigart",2019-11-12,2008,8 min,"Animation, Comedy, Family",3
Movie,Cadet Kelly,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer",2019-11-12,2002,100 min,"Comedy, Coming of Age",2
Movie,Camp Nowhere,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",2019-11-12,1994,96 min,"Comedy, Coming of Age, Family",3
Movie,Camp Rock,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",2019-11-12,2008,96 min,"Coming of Age, Music, Musical",3
Movie,Camp Rock 2: The Final Jam,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash",2019-11-12,2010,101 min,"Coming of Age, Music, Musical",3
Movie,Can of Worms,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford",2019-11-12,1999,84 min,"Comedy, Coming of Age, Science Fiction",3
Movie,Candleshoe,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan",2019-11-12,1978,101 min,"Comedy, Coming of Age, Crime",3
Movie,Canine Caddy,Clyde Geronimi,,2019-11-12,1941,8 min,"Animation, Comedy, Family",3
Movie,Cars,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",2019-11-12,2006,117 min,"Animation, Comedy, Family",3
Movie,Cars 2,John Lasseter,"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",2019-11-12,2011,107 min,"Animation, Comedy, Family",3
Movie,Cars 3,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer",2019-11-12,2017,103 min,"Animation, Comedy, Family",3
Movie,Cars Toon: Air Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",2019-11-12,2011,5 min,"Animation, Comedy, Family",3
Movie,Cars Toon: Heavy Metal Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",2019-11-12,2010,5 min,"Animation, Comedy, Family",3
Movie,Cars Toon: Hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",2019-11-12,2013,3 min,"Animation, Comedy, Family",3
Movie,Cars Toon: Mater Private Eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",2019-11-12,2010,6 min,"Animation, Comedy, Family",3
Movie,Cars Toon: Mater the Greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",2019-11-12,2008,5 min,"Animation, Comedy, Family",3
Movie,Cars Toon: Monster Truck Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",2019-11-12,2010,6 min,"Animation, Comedy, Family",3
Movie,Cars Toon: The Radiator Springs 500 1/2,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",2019-11-12,2014,6 min,"Animation, Comedy, Family",3
Movie,Casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",2019-11-12,1986,46 min,"Drama, Family, Mystery",3
Movie,Cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",2019-11-12,1989,84 min,"Action-Adventure, Animals & Nature, Family",3
Movie,Chef Donald,Jack King,,2019-11-12,1941,8 min,"Animation, Comedy, Family",3
Movie,Chicken Little,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",2019-11-12,2005,84 min,"Animation, Comedy, Disaster",3
TV Show,Chip 'n Dale's Rescue Rangers,,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille",2019-11-12,1989,1 Season,"Action-Adventure, Animation, Comedy",3
Movie,Chip an' Dale,Jack Hannah,,2019-11-12,1947,7 min,"Animation, Comedy, Family",3
Movie,Cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",2019-11-12,1950,77 min,"Animation, Family, Fantasy",3
Movie,Cinderella II: Dreams Come True,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",2019-11-12,2002,77 min,"Animation, Fantasy, Kids",3
Movie,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",2019-11-12,2007,79 min,"Animation, Fantasy, Kids",3
Movie,Clock Cleaners,Ben Sharpsteen,,2019-11-12,1937,9 min,"Animation, Comedy, Family",3
Movie,Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",2019-11-12,2014,89 min,Sports,1
Movie,College Road Trip,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",2019-11-12,2008,84 min,"Comedy, Coming of Age, Family",3
Movie,Confessions of a Teenage Drama Queen,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox",2019-11-12,2004,91 min,"Comedy, Coming of Age",2
TV Show,Coop & Cami Ask The World (Shorts),,,2019-11-12,2018,1 Season,"Comedy, Family, Game Show / Competition",3
Movie,Corn Chips,Jack Hannah,,2019-11-12,1951,7 min,"Animation, Comedy, Family",3
Movie,Cow Belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",2019-11-12,2006,91 min,"Comedy, Coming of Age",2
TV Show,Crash & Bernstein,,"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon",2019-11-12,2012,2 Seasons,"Comedy, Fantasy, Kids",3
Movie,Dadnapped,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",2019-11-12,2009,85 min,"Comedy, Mystery",2
Movie,Darby O'Gill and the Little People,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood",2019-11-12,1959,91 min,"Family, Fantasy, Romance",3
TV Show,Darkwing Duck,,"Jim Cummings, Christine Cavanaugh, Terry McGovern, Frank Welker",2019-11-12,1991,2 Seasons,"Action-Adventure, Animation, Kids",3
Movie,Davy Crockett and the River Pirates,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",2019-11-12,1956,81 min,"Action-Adventure, Family, Historical",3
Movie,"Davy Crockett, King of the Wild Frontier",Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",2019-11-12,1955,93 min,"Action-Adventure, Family, Historical",3
Movie,Day & Night,Teddy Newton,,2019-11-12,2010,8 min,"Animation, Comedy, Family",3
Movie,Decorating Disney: Holiday Magic,,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",2019-11-12,2017,42 min,"Documentary, Family, Reality",3
Movie,Deep Blue,"Alastair Fothergill, Andy Byatt",Pierce Brosnan,2019-11-12,2005,91 min,"Animals & Nature, Documentary, Family",3
Movie,Descendants 2,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico",2019-11-12,2017,114 min,"Coming of Age, Fantasy, Musical",3
Movie,Diary Of A Wimpy Kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding",2019-11-12,2010,93 min,"Comedy, Family",2
Movie,Dinosaur,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",2019-11-12,2000,84 min,"Action-Adventure, Animation, Family",3
Movie,Disney Adventures in Babysitting,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",2019-11-12,2016,95 min,"Action-Adventure, Comedy, Coming of Age",3
Movie,Disney Avalon High,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",2019-11-12,2010,91 min,"Coming of Age, Fantasy",2
Movie,Disney Bad Hair Day,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",2019-11-12,2015,93 min,"Buddy, Comedy, Coming of Age",3
TV Show,Disney Bizaardvark,,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",2019-11-12,2015,3 Seasons,"Buddy, Comedy, Family",3
Movie,Disney Den Brother,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",2019-11-12,2010,90 min,"Comedy, Coming of Age",2
Movie,Disney Descendants,Kenny Ortega,"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson",2019-11-12,2015,114 min,"Coming of Age, Fantasy, Musical",3
TV Show,Disney Descendants Wicked World (Shorts),,,2019-11-12,2015,2 Seasons,"Animation, Coming of Age, Fantasy",3
TV Show,Disney DuckTales (Shorts),,,2019-11-12,2016,1 Season,"Action-Adventure, Animation, Comedy",3
TV Show,Disney Evermoor,,"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer",2019-11-12,2017,1 Season,Series,1
TV Show,Disney Family Sundays,,,2019-11-12,2019,1 Season,"Anthology, Family, Lifestyle",3
TV Show,Disney Fast Layne,,"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley",2019-11-12,2018,1 Season,"Action-Adventure, Animation, Comedy",3
Movie,Disney Girl vs. Monster,Stuart Gillard,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson",2019-11-12,2012,90 min,"Action-Adventure, Comedy, Fantasy",3
TV Show,Disney Gravity Falls,,"Kristen Schaal, Jason Morgan, Alex Hirsch",2019-11-12,2011,2 Seasons,"Action-Adventure, Animation, Comedy",3
TV Show,Disney Gravity Falls (Shorts),,,2019-11-12,2012,1 Season,"Animation, Anthology, Comedy",3
TV Show,Disney Jake and the Never Land Pirates,,"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton",2019-11-12,2010,4 Seasons,"Action-Adventure, Animation, Fantasy",3
TV Show,Disney JONAS,,"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey",2019-11-12,2008,2 Seasons,"Comedy, Family, Kids",3
TV Show,Disney Junior Music Nursery Rhymes,,,2019-11-12,2017,2 Seasons,"Animation, Kids, Musical",3
TV Show,Disney K.C. Undercover,,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",2019-11-12,2014,3 Seasons,"Action-Adventure, Comedy, Kids",3
TV Show,Disney Lab Rats: Elite Force,,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",2019-11-12,2015,1 Season,"Action-Adventure, Comedy, Coming of Age",3
TV Show,Disney Legend of the Three Caballeros,,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",2019-11-12,2017,1 Season,"Action-Adventure, Animation, Comedy",3
TV Show,Disney Mickey Mouse Clubhouse,,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",2019-11-12,2005,5 Seasons,"Animation, Kids",2
TV Show,Disney Milo Murphy's Law,,"Al Yankovic, Sabrina Carpenter, Mekai Curtis",2019-11-12,2016,2 Seasons,"Action-Adventure, Animation, Comedy",3
TV Show,Disney Minnie's Bow-Toons (Shorts),,,2019-11-12,2011,3 Seasons,"Animation, Kids",2
TV Show,Disney Stuck In The Middle,,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",2019-11-12,2015,3 Seasons,"Comedy, Coming of Age, Family",3
TV Show,Disney Take Two With Phineas And Ferb (Shorts),,,2019-11-12,2010,1 Season,"Animation, Kids, Parody",3
TV Show,Disney Tangled: The Series - Short Cuts,,,2019-11-12,2016,1 Season,"Action-Adventure, Animation, Comedy",3
Movie,Disney Under The Sea: A Descendants Short Story,Hasraf Dulull,,2019-11-12,2018,10 min,"Fantasy, Musical, Thriller",3
TV Show,Disney's Adventures Of The Gummi Bears,,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",2019-11-12,1985,6 Seasons,"Action-Adventure, Animation, Fantasy",3
TV Show,Disney's Doug,,"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh",2019-11-12,1996,3 Seasons,"Animation, Comedy, Coming of Age",3
Movie,Disney's Fairy Tale Weddings,Chris Wilson,"Ben Higgins, Lauren Bushnell",2019-11-12,2017,64 min,"Family, Lifestyle, Reality",3
Movie,Disney's Fairy Tale Weddings: Holiday Magic,Chris Wilson,"Stephen Boss, Allison Holker",2019-11-12,2017,42 min,"Family, Lifestyle, Reality",3
TV Show,Disney's Hercules: The Animated Series,,"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart",2019-11-12,1998,1 Season,"Action-Adventure, Animation, Comedy",3
TV Show,Disney's Kim Possible,,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",2019-11-12,2001,4 Seasons,"Action-Adventure, Animation, Comedy",3
TV Show,Disney's Little Einsteins,,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",2019-11-12,2005,2 Seasons,"Action-Adventure, Animation, Kids",3
TV Show,Disney's Mighty Ducks,,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",2019-11-12,1996,1 Season,"Action-Adventure, Animation, Comedy",3
TV Show,Disney's Recess,,"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall",2019-11-12,1997,3 Seasons,"Animation, Comedy, Kids",3
TV Show,Disney's The Emperor's New School,,"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower",2019-11-12,2005,2 Seasons,"Animation, Comedy, Coming of Age",3
Movie,Disney's The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",2019-11-12,2000,105 min,"Comedy, Drama, Family",3
TV Show,Disney's The Little Mermaid (Series),,"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",2019-11-12,1992,3 Seasons,"Action-Adventure, Animation, Fantasy",3
Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Hamilton Luske,Walt Disney,2019-11-12,1966,51 min,"Documentary, Family, Variety",3
Movie,Disneynature African Cats,Keith Scholey,Samuel Jackson,2019-11-12,2011,90 min,"Animals & Nature, Documentary, Family",3
Movie,Disneynature Bears,"Alastair Fothergill, Keith Scholey",John Reilly,2019-11-12,2014,78 min,"Animals & Nature, Documentary, Family",3
Movie,Disneynature Born in China,Lu Chuan,John Krasinski,2019-11-12,2017,81 min,"Animals & Nature, Documentary, Family",3
Movie,Disneynature Chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,2019-11-12,2012,79 min,"Animals & Nature, Documentary, Family",3
Movie,Disneynature Crimson Wing,"Matthew Aeberhard, Leander Ward",Mariella Frostrup,2019-11-12,2008,78 min,"Animals & Nature, Documentary, Family",3
Movie,Disneynature Monkey Kingdom,Mark Linfield,Tina Fey,2019-11-12,2015,82 min,"Animals & Nature, Documentary, Family",3
Movie,Disneynature Wings of Life,Louie Schwartzberg,Meryl Streep,2019-11-12,2011,81 min,"Animals & Nature, Documentary, Family",3
TV Show,Dog Whisperer with Cesar Millan,,Cesar Millan,2019-11-12,2004,6 Seasons,"Animals & Nature, Docuseries, Family",3
Movie,Don't Look Under the Bed,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",2019-11-12,1999,93 min,"Coming of Age, Fantasy",2
Movie,Donald's Golf Game,Jack King,,2019-11-12,1938,8 min,"Animation, Comedy, Family",3
Movie,Donald's Tire Trouble,Dick Lundy,,2019-11-12,1943,8 min,"Animation, Comedy, Family",3
Movie,Double Teamed,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",2019-11-12,2002,93 min,"Biographical, Sports",2
Movie,Doug's 1st Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",2019-11-12,1999,80 min,"Animation, Comedy, Family",3
TV Show,"Dr. T, Lone Star Vet",,Dr. Lauren Thielen,2019-11-12,2019,1 Season,"Docuseries, Family, Medical",3
